DesignId,PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical,Result,Time,TimeTaken
D1,P8,5,Click Submit,xUI,xClick,submit_button_locator,Error in xClick: xClick failed for locator 'submit_button_locator': Message: [Artifacts => screenshot: None_None_190431.png | page: None_Non [Link to P8_D1_5.txt],nan,n,Fail,19:04:31,17.683014154434204
D1,P8,6,Verify Response,xUI,xGetText,response_locator,Error in xGetText: xGetText failed for locator 'response_locator': Message: [Artifacts => screenshot: None_None_190448.png | page: None_None [Link to P8_D1_6.txt],nan,n,Fail,19:04:49,17.670494079589844
D1,P8,7,Close Browser,xUI,xCloseBrowser,nan,Browser closed,nan,n,Pass,19:04:52,3.4130542278289795
D1,P13,1,Open Browser,xUI,xOpenBrowser,chrome,Opened chrome browser,nan,y,Pass,19:04:53,1.2921369075775146
D1,P13,2,Navigate to Home,xUI,xNavigate,https://foxyiz.com/K3,Navigated to https://foxyiz.com/K3,nan,y,Pass,19:04:56,3.0155858993530273
D1,P13,3,Click AI Assistant Link,xUI,xClick,"css==a[href=""ai.html""]","Error in xClick: xClick failed for locator 'css==a[href=""ai.html""]': Message: [Artifacts => screenshot: None_None_190514.png | page: None_No [Link to P13_D1_3.txt]",nan,y,Fail,19:05:14,17.70697045326233
D1,P14,1,Open Browser,xUI,xOpenBrowser,chrome,Browser already open,nan,y,Pass,19:05:14,0.00010561943054199219
D1,P14,2,Navigate to Home,xUI,xNavigate,https://foxyiz.com/K3,Navigated to https://foxyiz.com/K3,nan,y,Pass,19:05:15,0.5901565551757812
D1,P14,3,Verify Title,xUI,xGetTitle,nan,FoXYiZ,nan,y,Pass,19:05:15,0.027174949645996094
D1,P14,4,Close Browser,xUI,xCloseBrowser,nan,Browser closed,nan,n,Pass,19:05:18,2.5678369998931885
